owner_id,category_id,business_name,description,address,city,latitude,longitude,is_verified,created_at,status,approved_by
1,2,Jivraj Mehta Hospital,Extracted from OpenStreetMap,"Dr. Jivraj Mehta Road, Vasna, Ahmedabad",Ahmedabad,23.0085819,72.5432503,True,2026-02-11 17:56:02.721680,approved,
1,11,"Bhimnath Mahadev, Shiv Temple",Extracted from OpenStreetMap,"Manubhai Jadhani Marg, Ambawadi, Ahmedabad",Ahmedabad,23.0119553,72.5499794,True,2026-02-11 17:56:02.721680,approved,
1,11,Paldi Bus Stand,Extracted from OpenStreetMap,"Ashram Road, Paldi, Ahmedabad",Ahmedabad,23.0140725,72.5645878,True,2026-02-11 17:56:02.721680,approved,
1,3,"Adlabs, BIG Cinema",Extracted from OpenStreetMap,"Drive-in Road, Bodakdev, Ahmedabad",Ahmedabad,23.0465768,72.531028,True,2026-02-11 17:56:02.721680,approved,
1,2,Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd.,Extracted from OpenStreetMap,"Gurukul Road, Vishram Marg, Memnagar, Ahmedabad",Ahmedabad,23.0487566,72.5312683,True,2026-02-11 17:56:02.721680,approved,
1,4,Vishala,Extracted from OpenStreetMap,"Narol-Sarkhej Road, Ahmedabad",Ahmedabad,22.9936417,72.5357058,True,2026-02-11 17:56:02.721680,approved,
1,4,Rajvadu Restaurant,Extracted from OpenStreetMap,"Gupta Nagar road, Jivraj park, Ahmedabad",Ahmedabad,23.0042051,72.5397742,True,2026-02-11 17:56:02.721680,approved,
1,8,10 (Ten) Acres Mall,Extracted from OpenStreetMap,"Kankaria Road, Sarangpur, Ahmedabad",Ahmedabad,23.01524,72.5965751,True,2026-02-11 17:56:02.721680,approved,
1,11,"Jagannath Mandir, Temple",Extracted from OpenStreetMap,"Side Road, Bhavna colony, Ahmedabad",Ahmedabad,23.0114213,72.5810755,True,2026-02-11 17:56:02.721680,approved,
1,11,Chandkheda,Extracted from OpenStreetMap,"Ahmedabad-Patan Highway Road, Chandkheda, Ahmedabad",Ahmedabad,23.107121,72.5848584,True,2026-02-11 17:56:02.721680,approved,
1,11,Sant Asharamji Ashram,Extracted from OpenStreetMap,"Asharam ashram road, Ahmedabad",Ahmedabad,23.0931619,72.6024491,True,2026-02-11 17:56:02.721680,approved,
1,11,Nal Sarovar Bird Sanctuary,Extracted from OpenStreetMap,"SH136, Ahmedabad",Ahmedabad,22.8205867,72.0455369,True,2026-02-11 17:56:02.721680,approved,
1,7,Staff Parking,Extracted from OpenStreetMap,"Main, Kochrab, Ahmedabad",Ahmedabad,23.0113878,72.5687751,True,2026-02-11 17:56:02.721680,approved,
1,3,Amphitheatre,Extracted from OpenStreetMap,"Netaji Subhash Chandra Road, Kochrab, Ahmedabad",Ahmedabad,23.0111829,72.5707945,True,2026-02-11 17:56:02.721680,approved,
1,11,Temple,Extracted from OpenStreetMap,"Ashram Road, Paldi, Ahmedabad",Ahmedabad,23.0151595,72.5666935,True,2026-02-11 17:56:02.721680,approved,
1,11,Arihant Agency,Extracted from OpenStreetMap,"Khetar pal ni pole, Manek Chowk, Ahmedabad",Ahmedabad,23.0235904,72.5912229,True,2026-02-11 17:56:02.721680,approved,
1,11,Vidyarthi,Extracted from OpenStreetMap,"Tankshal Road, Manek Chowk, Ahmedabad",Ahmedabad,23.0248237,72.5902915,True,2026-02-11 17:56:02.721680,approved,
1,4,Mangaldas Ni Haveli,Extracted from OpenStreetMap,"Gandhi Road, Revdi Bazar, Ahmedabad",Ahmedabad,23.0227338,72.5920852,True,2026-02-11 17:56:02.721680,approved,
1,4,McDonald's,Extracted from OpenStreetMap,"Ashram Road, Kochrab, Ahmedabad",Ahmedabad,23.0317635,72.5701852,True,2026-02-11 17:56:02.721680,approved,
1,4,Cyber Cafe,Extracted from OpenStreetMap,"Gujrat vidhyapeeth road, Usmanpura, Ahmedabad",Ahmedabad,23.0422876,72.5699576,True,2026-02-11 17:56:02.721680,approved,
1,2,"Medilink Hospital, Ahmedabad",Extracted from OpenStreetMap,"132 Ft. Ring Road, Jodhpur, Ahmedabad",Ahmedabad,23.0173915,72.5304396,True,2026-02-11 17:56:02.721680,approved,
1,3,City Gold Shyamal,Extracted from OpenStreetMap,"132 Ft. Ring Road, Jodhpur, Ahmedabad",Ahmedabad,23.0156527,72.5301088,True,2026-02-11 17:56:02.721680,approved,
1,2,Medilink Medical Store,Extracted from OpenStreetMap,"132 Ft. Ring Road, Jodhpur, Ahmedabad",Ahmedabad,23.0172124,72.5303877,True,2026-02-11 17:56:02.721680,approved,
1,11,Manikarnikeshwar Mahadev Temple,Extracted from OpenStreetMap,"Lala Lajpat Rai Marg, Maninagar, Ahmedabad",Ahmedabad,22.9978398,72.6073978,True,2026-02-11 17:56:02.721680,approved,
1,11,Chai Gate,Extracted from OpenStreetMap,"Main, Kochrab, Ahmedabad",Ahmedabad,23.0120139,72.5691915,True,2026-02-11 17:56:02.721680,approved,
1,5,029,Extracted from OpenStreetMap,"NH47, Ahmedabad",Ahmedabad,22.927361,72.4466514,True,2026-02-11 17:56:02.721680,approved,
1,4,Cafe Souq,Extracted from OpenStreetMap,"120 Feet Ring Road, Ahmedabad",Ahmedabad,23.0410467,72.5485619,True,2026-02-11 17:56:02.721680,approved,
1,4,Chocolate Room,Extracted from OpenStreetMap,"120 Feet Ring Road, Ahmedabad",Ahmedabad,23.0407234,72.5485324,True,2026-02-11 17:56:02.721680,approved,
1,4,"Barrista, Vijay 4 Roads",Extracted from OpenStreetMap,"Drive-in Road, Usmanpura, Ahmedabad",Ahmedabad,23.0427079,72.5494685,True,2026-02-11 17:56:02.721680,approved,
1,4,Cafe Coffee Day,Extracted from OpenStreetMap,"university cycle path, Gulbai tekra, Ahmedabad",Ahmedabad,23.0312796,72.5493907,True,2026-02-11 17:56:02.721680,approved,
1,4,Upper Crust Cafe,Extracted from OpenStreetMap,"120 Feet Ring Road, Ahmedabad",Ahmedabad,23.0412121,72.5485673,True,2026-02-11 17:56:02.721680,approved,
1,2,Health Center,Extracted from OpenStreetMap,"Tragad gam road, Ahmedabad",Ahmedabad,23.1039413,72.5679365,True,2026-02-11 17:56:02.721680,approved,
1,11,D-cabin,Extracted from OpenStreetMap,"Tragad gam road, Ahmedabad",Ahmedabad,23.1023628,72.5702646,True,2026-02-11 17:56:02.721680,approved,
1,11,Vallabhpark,Extracted from OpenStreetMap,"Jantanagar road, Ahmedabad",Ahmedabad,23.101524,72.576519,True,2026-02-11 17:56:02.721680,approved,
1,11,Bharat Kirana Stores,Extracted from OpenStreetMap,"Kasturba Gandhi Road, Dariyapur, Ahmedabad",Ahmedabad,23.0380231,72.5889014,True,2026-02-11 17:56:02.721680,approved,
1,4,Chai Gate!!!,Extracted from OpenStreetMap,"Main, Kochrab, Ahmedabad",Ahmedabad,23.0120603,72.5691606,True,2026-02-11 17:56:02.721680,approved,
1,9,Exhibition & Spatial Design,Extracted from OpenStreetMap,"Design Street, Paldi, Ahmedabad",Ahmedabad,23.0113752,72.5699733,True,2026-02-11 17:56:02.721680,approved,
1,11,Ahmedabad Historic Gujari Bazaar (Sunday Market),Extracted from OpenStreetMap,"Sabarmati Riverfront Promenade, Dudheshwar, Ahmedabad",Ahmedabad,23.0244067,72.5768457,True,2026-02-11 17:56:02.721680,approved,
1,11,Kankaria Municipal Swimming Pool,Extracted from OpenStreetMap,"Kankaria Lake Front Walkway, Sherkotda, Ahmedabad",Ahmedabad,23.0028577,72.6003888,True,2026-02-11 17:56:02.721680,approved,
1,4,Amul,Extracted from OpenStreetMap,"Main, Kochrab, Ahmedabad",Ahmedabad,23.0116852,72.568823,True,2026-02-11 17:56:02.721680,approved,
1,11,Design Gallery,Extracted from OpenStreetMap,"Main, Kochrab, Ahmedabad",Ahmedabad,23.011756,72.5690409,True,2026-02-11 17:56:02.721680,approved,
1,7,HP Fuel Station,Extracted from OpenStreetMap,"Satya Marg, Bodakdev, Ahmedabad",Ahmedabad,23.0331106,72.5139509,True,2026-02-11 17:56:02.721680,approved,
1,5,Indian Bank,Extracted from OpenStreetMap,"Service road - Sarkhej Gandhinagar Highway, Bodakdev, Ahmedabad",Ahmedabad,23.0323231,72.511317,True,2026-02-11 17:56:02.721680,approved,
1,11,State Bank of India,Extracted from OpenStreetMap,"Service road - Sarkhej Gandhinagar Highway, Ramdev nagar, Ahmedabad",Ahmedabad,23.0263264,72.5077538,True,2026-02-11 17:56:02.721680,approved,
1,9,Kendriya Vidyalaya SAC,Extracted from OpenStreetMap,"sarari vasahat pedestrain path, Vastrapur, Ahmedabad",Ahmedabad,23.0370691,72.5337334,True,2026-02-11 17:56:02.721680,approved,
1,4,Dinner Bell,Extracted from OpenStreetMap,"120 Feet Ring Road, Naranpura, Ahmedabad",Ahmedabad,23.0457522,72.5524611,True,2026-02-11 17:56:02.721680,approved,
1,2,Apollo Pharmacy,Extracted from OpenStreetMap,"120 Feet Ring Road, Naranpura, Ahmedabad",Ahmedabad,23.0456657,72.5522734,True,2026-02-11 17:56:02.721680,approved,
1,5,"State Bank of India, St. Xavier's School Road Branch",Extracted from OpenStreetMap,"120 Feet Ring Road, Naranpura, Ahmedabad",Ahmedabad,23.0458191,72.5523558,True,2026-02-11 17:56:02.721680,approved,
1,9,Sahajanand College,Extracted from OpenStreetMap,"Sahajanand College int.path, Panjrapole, Ahmedabad",Ahmedabad,23.0258294,72.5430971,True,2026-02-11 17:56:02.721680,approved,
1,9,Prabhudas Thakkar College,Extracted from OpenStreetMap,"Maharshi Ravidranath Tagor Society, Ranna Park, Ahmedabad",Ahmedabad,23.0033486,72.5669236,True,2026-02-11 17:56:02.721680,approved,
1,2,Ahmedabad Institute Of Medical Services (Aims),Extracted from OpenStreetMap,"Maharshi Ravidranath Tagor Society, Ranna Park, Ahmedabad",Ahmedabad,23.0033217,72.5639517,True,2026-02-11 17:56:02.721680,approved,
1,5,Indian Bank,Extracted from OpenStreetMap,"Maharshi Ravidranath Tagor Society, Ranna Park, Ahmedabad",Ahmedabad,23.0047261,72.5645714,True,2026-02-11 17:56:02.721680,approved,
1,7,Ansh Petrol Pump,Extracted from OpenStreetMap,"Maharshi Ravidranath Tagor Society, Ranna Park, Ahmedabad",Ahmedabad,23.0045263,72.5644882,True,2026-02-11 17:56:02.721680,approved,
1,2,Shushtrut Hospital,Extracted from OpenStreetMap,"Ashram Road, Paldi, Ahmedabad",Ahmedabad,23.0090048,72.56227,True,2026-02-11 17:56:02.721680,approved,
1,5,Central Bank of India,Extracted from OpenStreetMap,"St. Xavier's School Road, Ahmedabad",Ahmedabad,23.0471515,72.5527534,True,2026-02-11 17:56:02.721680,approved,
1,5,Kalupur Commercial Co-operative Bank,Extracted from OpenStreetMap,"120 Feet Ring Road, Naranpura, Ahmedabad",Ahmedabad,23.0453324,72.5517832,True,2026-02-11 17:56:02.721680,approved,
1,11,"Law Office of Kamalesh J Vora, Advocate",Extracted from OpenStreetMap,"Vrajraiji Colony, Naranpura, Ahmedabad",Ahmedabad,23.0467356,72.5484961,True,2026-02-11 17:56:02.721680,approved,
1,7,Akhbarnagar petrol pump,Extracted from OpenStreetMap,"Akhbarnagar Circle, Akhbar nagar, Ahmedabad",Ahmedabad,23.0684998,72.5619985,True,2026-02-11 17:56:02.721680,approved,
1,4,Havmor Restaurant,Extracted from OpenStreetMap,"Sardar Patel Stadium Road, Usmanpura, Ahmedabad",Ahmedabad,23.0376713,72.565775,True,2026-02-11 17:56:02.721680,approved,
1,4,Natural Ice Cream,Extracted from OpenStreetMap,"Law Garden Road, Ahmedabad",Ahmedabad,23.0328812,72.5655478,True,2026-02-11 17:56:02.721680,approved,
1,11,Crossword Book Store,Extracted from OpenStreetMap,"Law Garden Road, Ahmedabad",Ahmedabad,23.0327479,72.5653869,True,2026-02-11 17:56:02.721680,approved,
1,4,Agashiye Restaurant,Extracted from OpenStreetMap,"Rustom Cama Marg, Manek Chowk, Ahmedabad",Ahmedabad,23.0270378,72.5816167,True,2026-02-11 17:56:02.721680,approved,
1,5,Bank of Baroda,Extracted from OpenStreetMap,"120 Circular Road, Kankaria, Ahmedabad",Ahmedabad,23.0058514,72.5910422,True,2026-02-11 17:56:02.721680,approved,
1,6,Bhakti Infrastructure ,Extracted from OpenStreetMap,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,23.0522355,72.6809831,True,2026-02-11 17:56:02.721680,approved,
1,4,Food Temple,Extracted from OpenStreetMap,"CHANDLODIA STATION ROAD, Ranip, Ahmedabad",Ahmedabad,23.0847638,72.5647629,True,2026-02-11 17:56:02.721680,approved,
1,8,Shree Aaiji Super Market,Extracted from OpenStreetMap,"Tirupati Road, New Ranip, Ahmedabad",Ahmedabad,23.0856343,72.5646439,True,2026-02-11 17:56:02.721680,approved,
1,2,Kesharbhavani Medical Store,Extracted from OpenStreetMap,"Tirupati Road, New Ranip, Ahmedabad",Ahmedabad,23.0855329,72.5643816,True,2026-02-11 17:56:02.721680,approved,
1,8,Samruddhi Jwellers,Extracted from OpenStreetMap,"Tirupati Road, New Ranip, Ahmedabad",Ahmedabad,23.0849901,72.5646659,True,2026-02-11 17:56:02.721680,approved,
1,4,Black Salt,Extracted from OpenStreetMap,"Thaltej Road, Thaltej, Ahmedabad",Ahmedabad,23.0523024,72.4998803,True,2026-02-11 17:56:02.721680,approved,
1,4,Green House Restaurant,Extracted from OpenStreetMap,"Rustom Cama Marg, Manek Chowk, Ahmedabad",Ahmedabad,23.0272633,72.5816108,True,2026-02-11 17:56:02.721680,approved,
1,11,Gopnath Mahadev Mandir,Extracted from OpenStreetMap,"132 Ft. Ring Road, Akhbar nagar, Ahmedabad",Ahmedabad,23.0688147,72.5648948,True,2026-02-11 17:56:02.721680,approved,
1,4,Vrundavan Restaurant;AKHBAR NAGAR CIRCLE,Extracted from OpenStreetMap,"132 Ft. Ring Road, Akhbar nagar, Ahmedabad",Ahmedabad,23.0674245,72.5645716,True,2026-02-11 17:56:02.721680,approved,
1,11,Bhoyani Jain Tritha,Extracted from OpenStreetMap,"SH133, Ahmedabad",Ahmedabad,23.3595416,72.2290503,True,2026-02-11 17:56:02.721680,approved,
1,9,Panchshil Madyamic School,Extracted from OpenStreetMap,Ahmedabad,Ahmedabad,23.4021418,72.2425645,True,2026-02-11 17:56:02.721680,approved,
1,3,Market Yard,Extracted from OpenStreetMap,Ahmedabad,Ahmedabad,23.4054806,72.2409654,True,2026-02-11 17:56:02.721680,approved,
1,11,Mahadev Mandir,Extracted from OpenStreetMap,Ahmedabad,Ahmedabad,23.4055762,72.2425677,True,2026-02-11 17:56:02.721680,approved,
1,2,Arogya Vardhak Hospital,Extracted from OpenStreetMap,Ahmedabad,Ahmedabad,23.4050091,72.2415164,True,2026-02-11 17:56:02.721680,approved,
1,11,Punit Ashram,Extracted from OpenStreetMap,"Punit Marg, Maninagar, Ahmedabad",Ahmedabad,23.0024214,72.605685,True,2026-02-11 17:56:02.721680,approved,
1,9,AMC MET Medical College,Extracted from OpenStreetMap,"Lala Lajpat Rai Marg, Maninagar, Ahmedabad",Ahmedabad,22.9986434,72.6046567,True,2026-02-11 17:56:02.721680,approved,
1,11,Rehoboth Christian Assembly,Extracted from OpenStreetMap,"132 Ft. Ring Road, Jivraj park, Ahmedabad",Ahmedabad,23.0010208,72.5368761,True,2026-02-11 17:56:02.721680,approved,
1,9,Jivkorbhai Lallubhai High School,Extracted from OpenStreetMap,"Lala Lajpat Rai Marg, Maninagar, Ahmedabad",Ahmedabad,22.9987803,72.6026493,True,2026-02-11 17:56:02.721680,approved,
1,11,Govind Cycles,Extracted from OpenStreetMap,"Lala Lajpat Rai Marg, Maninagar, Ahmedabad",Ahmedabad,22.9990897,72.6016251,True,2026-02-11 17:56:02.721680,approved,
1,9,KK Shah Jarodwala Science College,Extracted from OpenStreetMap,"Lala Lajpat Rai Marg, Maninagar, Ahmedabad",Ahmedabad,22.998722,72.6030289,True,2026-02-11 17:56:02.721680,approved,
1,6,Rambaug Post Office,Extracted from OpenStreetMap,"BRTS Route, Rambag, Ahmedabad",Ahmedabad,22.9983828,72.5960246,True,2026-02-11 17:56:02.721680,approved,
1,11,Shree Swaminarayan Temple Gadi Sansthan,Extracted from OpenStreetMap,"BRTS Route, Maninagar, Ahmedabad",Ahmedabad,22.9955398,72.6107331,True,2026-02-11 17:56:02.721680,approved,
1,11,Ambaji Mata Temple,Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.9912494,72.6083788,True,2026-02-11 17:56:02.721680,approved,
1,11,Uttamnagar Garden (Public Park),Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.9921976,72.606752,True,2026-02-11 17:56:02.721680,approved,
1,11,Baba Ramdev Pir Temple,Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.992009,72.605944,True,2026-02-11 17:56:02.721680,approved,
1,9,Maneklal Jethalal Public Library,Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.9915868,72.6073361,True,2026-02-11 17:56:02.721680,approved,
1,11,Ram Krishna Temple,Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.9916559,72.6062149,True,2026-02-11 17:56:02.721680,approved,
1,11,Shiv Mandir (Temple of Lord Shiva),Extracted from OpenStreetMap,"Uttam nagar park road, Maninagar, Ahmedabad",Ahmedabad,22.9915288,72.6063779,True,2026-02-11 17:56:02.721680,approved,
1,11,Mother Dairy,Extracted from OpenStreetMap,"Satya Marg, Bodakdev, Ahmedabad",Ahmedabad,23.0355267,72.5154344,True,2026-02-11 17:56:02.721680,approved,
1,9,Navchetan School,Extracted from OpenStreetMap,"Netaji Subhash Chandra Road, Paldi, Ahmedabad",Ahmedabad,23.0152445,72.5630784,True,2026-02-11 17:56:02.721680,approved,
1,3,Rajhans Cinemas,Extracted from OpenStreetMap,"Ravishankar Maharaj Road, Ahmedabad",Ahmedabad,23.0664215,72.5316963,True,2026-02-11 17:56:02.721680,approved,
1,9,Karmachari Shiksan Tirth,Extracted from OpenStreetMap,"Chanakyapuri Flyover, Karmachari Nagar, Ahmedabad",Ahmedabad,23.064931,72.5415796,True,2026-02-11 17:56:02.721680,approved,
1,11,Panchdev Mahadev Mandir,Extracted from OpenStreetMap,"Chanakyapuri Flyover, Karmachari Nagar, Ahmedabad",Ahmedabad,23.0654461,72.5424404,True,2026-02-11 17:56:02.721680,approved,
1,9,M B Patel Gyanjyot High School,Extracted from OpenStreetMap,"Chanakyapuri Flyover, Karmachari Nagar, Ahmedabad",Ahmedabad,23.0702999,72.5460531,True,2026-02-11 17:56:02.721680,approved,
1,9,Gyanda Girls High School,Extracted from OpenStreetMap,"CHANDLODIA STATION ROAD, Ranip, Ahmedabad",Ahmedabad,23.072279,72.5479789,True,2026-02-11 17:56:02.721680,approved,
1,9,Nutan Vidya Vihar,Extracted from OpenStreetMap,"Chanakyapuri Flyover, Karmachari Nagar, Ahmedabad",Ahmedabad,23.0681554,72.5428774,True,2026-02-11 17:56:02.721680,approved,
1,4,Real Paprika,Extracted from OpenStreetMap,"120 Feet Ring Road, Ambawadi, Ahmedabad",Ahmedabad,23.0212619,72.543503,True,2026-02-11 17:56:02.721680,approved,
1,11,SPEC INDIA,Extracted from OpenStreetMap,"Commerce College Road, Gulbai tekra, Ahmedabad",Ahmedabad,23.0366895,72.5616924,True,2026-02-11 17:56:02.721680,approved,
1,11,"Khodiyar Temple, New Ranip",Extracted from OpenStreetMap,"Godrej Garden city Road, Ahmedabad",Ahmedabad,23.0925942,72.5664534,True,2026-02-11 17:56:02.721680,approved,
1,11,Tagore Hall,Extracted from OpenStreetMap,"Netaji Subhash Chandra Road, Kochrab, Ahmedabad",Ahmedabad,23.012914,72.5710792,True,2026-02-11 17:56:02.721680,approved,
1,11,Navrangpura,Extracted from OpenStreetMap,"Commerce College Road, Gulbai tekra, Ahmedabad",Ahmedabad,23.0355882,72.5641854,True,2026-02-11 17:56:02.721680,approved,
1,11,All India Radio ( Ahmedabad Center ),Extracted from OpenStreetMap,"Chimanlal Girdharlal Road, Usmanpura, Ahmedabad",Ahmedabad,23.039799,72.5687134,True,2026-02-11 17:56:02.721680,approved,
1,5,Ahmedabad District Cooperative Bank,Extracted from OpenStreetMap,"Income Tax Flyover, Usmanpura, Ahmedabad",Ahmedabad,23.0406536,72.5713107,True,2026-02-11 17:56:02.721680,approved,
1,11,Khamasa Parsi Agiyari,Extracted from OpenStreetMap,"Swami Vivekananda Road, Khadia, Ahmedabad",Ahmedabad,23.0212928,72.5847376,True,2026-02-11 17:56:02.721680,approved,
1,4,Gol Limbda Bhajiya and Nashta House,Extracted from OpenStreetMap,"Danapith Road, Manek Chowk, Ahmedabad",Ahmedabad,23.0200882,72.5860331,True,2026-02-11 17:56:02.721680,approved,
1,6,Ahmedabad Jilla Panchayat Office,Extracted from OpenStreetMap,"Relief Road, Manek Chowk, Ahmedabad",Ahmedabad,23.0245625,72.5803047,True,2026-02-11 17:56:02.721680,approved,
1,5,"The State Bank of India, Ahmedabad Office",Extracted from OpenStreetMap,"Swami Vivekananda Road, Khadia, Ahmedabad",Ahmedabad,23.0245389,72.579428,True,2026-02-11 17:56:02.721680,approved,
1,2,Ellisbridge Police Station,Extracted from OpenStreetMap,"Ashram Road, Paldi, Ahmedabad",Ahmedabad,23.022886,72.5716416,True,2026-02-11 17:56:02.721680,approved,
1,9,"British Library, Ahmedabad",Extracted from OpenStreetMap,"Netaji Subhash Chandra Road, Kochrab, Ahmedabad",Ahmedabad,23.0241291,72.55992,True,2026-02-11 17:56:02.721680,approved,
1,7,CEPT University Parking Space,Extracted from OpenStreetMap,"University Road, Usmanpura, Ahmedabad",Ahmedabad,23.0385409,72.5505639,True,2026-02-11 17:56:02.721680,approved,
1,11,Ahmedabad ni Gufa,Extracted from OpenStreetMap,"120 Feet Ring Road, Gulbai tekra, Ahmedabad",Ahmedabad,23.0362323,72.5496859,True,2026-02-11 17:56:02.721680,approved,
1,4,Zen Cafe,Extracted from OpenStreetMap,"120 Feet Ring Road, Gulbai tekra, Ahmedabad",Ahmedabad,23.0362229,72.5494261,True,2026-02-11 17:56:02.721680,approved,
1,4,Barbeque Nation,Extracted from OpenStreetMap,"Drive-in Road, Bodakdev, Ahmedabad",Ahmedabad,23.0480405,72.526862,True,2026-02-11 17:56:02.721680,approved,
1,4,Cafe Coffee Day,Extracted from OpenStreetMap,"Chimanlal Girdharlal Road, Ambawadi, Ahmedabad",Ahmedabad,23.0329764,72.5600005,True,2026-02-11 17:56:02.721680,approved,
1,5,Citibank,Extracted from OpenStreetMap,"Chimanlal Girdharlal Road, Ambawadi, Ahmedabad",Ahmedabad,23.0337365,72.5608865,True,2026-02-11 17:56:02.721680,approved,
